store_id,uptime_last_hour(in minutes),uptime_last_day(in hours),update_last_week(in hours),downtime_last_hour(in minutes),downtime_last_day(in hours),downtime_last_week(in hours)
8139926242460185114,0.0,15.123835694166667,158.87560947944445,0.0,0.0,0.0
5415949628544298339,10.394776683333333,23.17662626388889,167.95125069222223,0.0,0.0,0.0
3408529570017053440,0.0,0.0,0.0,9.833878716666668,23.027221309999998,166.18757761166668
9055649751952768824,0.0,0.0,0.0,1.3895966666666666,21.087283121111113,166.63474783083333
4428372089193592098,0.0,0.0,0.0,7.621242733333333,23.114155779166666,166.48119516749998
2689959411535120475,10.667672283333333,23.181728888055552,98.71961648555555,0.0,0.0,69.15622601527778
8297996490922435741,0.0,0.0,0.0,59.74857958333334,23.048866148055556,166.16760101805554
1050565545391667097,2.4763817166666664,21.051714455833334,117.15930870277778,0.0,0.0,0.0
3483930781272060942,0.0,0.0,0.0,59.27298135,23.11944353888889,166.38176520166667
1740222068509982431,0.0,0.0,0.0,6.583773983333333,23.030793576666667,166.60380199277776
2859012985063828777,0.0,0.0,138.95300287972222,0.0,0.0,23.048829079444445
3828361964081888905,0.0,0.0,0.0,5.303183649999999,23.11493526916667,165.9009198397222
5789640881970906690,0.0,1.0449150752777778,2.964703756388889,10.064334050000001,3.036732678888889,144.19887528555554
5723059602183693938,5.32710765,23.103200114444444,167.00719937916668,0.0,0.0,0.0
4378293333107164443,0.0,0.0,0.0,11.455042866666668,23.0487209675,166.18924168472225
8778651700128892847,0.0,0.9899647713888888,3.004499304444445,11.626199683333335,22.200766028333334,164.9098435236111
6666934422919388376,59.00152696666667,23.027838012222222,166.16427025555555,0.0,0.0,0.0
6163165919739157695,0.0,0.0,0.0,6.925879749999999,23.176016035277776,165.90738917027778
2190599106298424769,9.718747316666667,4.087542498333334,148.11581738444443,0.0,0.0,0.0
2225219938220197351,10.148863883333332,23.066629330277777,166.43550500583333,0.0,0.0,0.0
5925159570709352168,11.39770905,23.18999323222222,166.9813225338889,0.0,0.0,0.0
8175229951397380687,58.75590843333334,23.024657455,166.18526182444447,0.0,0.0,0.0
4292660491880158081,57.496288166666666,23.138475320555557,99.4933329125,0.0,0.0,68.40008001111111
6733800122189753654,0.0,0.0,0.0,58.964439549999994,23.166344611944446,166.15766172666665
7463734423358941330,0.0,0.0,0.0,0.0,0.0,27.08305919111111
7622852966095963272,1.3407198333333334,23.02878207222222,149.71504609944444,0.0,0.0,0.0
6160914795278193489,59.303145416666666,23.01262722777778,166.71449918722223,0.0,0.0,0.0
338646328301262317,0.0,0.0,0.0,11.540740916666666,23.057394818333332,166.66802971722223
8640972490360190883,58.391963366666666,23.022667426944444,166.1844681622222,0.0,0.0,0.0
9058019541301770690,0.0,0.0,0.0,0.0,0.0,0.0
4381311595575895588,5.305126866666667,23.13727802722222,166.54340626027778,0.0,0.0,0.0
2248905253110987612,9.773709733333334,5.157600026388889,111.12639897194445,0.0,18.04443475861111,55.083401576388894
7968584600264951543,8.42051265,4.123134583333333,147.99386288333332,0.0,0.0,0.0
1655838063357762151,0.0,0.0,0.0,1.7669963666666668,23.13192278611111,166.40457912305556
2118894053982561987,0.0,0.0,0.0,5.575787033333333,23.072574811111114,166.39328563583334
8471700099357897929,8.430652733333334,23.1369028975,167.9119502041667,0.0,0.0,0.0
8372524645314576802,0.0,0.0,0.0,9.78722825,23.036316949166665,166.18927502694447
5552924050444994427,0.0,0.0,0.0,0.0,0.0,0.0
6921452823375303736,0.0,0.9647947130555556,72.98495240361112,9.536657866666667,22.193527940833334,94.98306527805555
4529169694434968721,0.0,0.9951740261111112,75.85517851472223,12.369171216666667,22.20673239388889,92.12569585305556
2787020355835455025,0.0,21.113405832777776,165.12726874472222,0.0,0.0,0.0
8971475435584615792,0.0,23.06808044,165.16669473944447,0.0,0.0,0.0
1236888576653956449,10.848091683333333,23.187548262222222,167.97486117944445,0.0,0.0,0.0
2739250325777580694,0.0,0.0,0.0,0.0,0.0,0.0
3114628966267234599,0.0,0.0,0.0,59.82262305,23.200936617777778,166.2095482138889
2958221658060682960,0.0,21.09479679611111,164.8353641863889,0.0,0.0,0.0
7972619999376644068,0.0,0.0,0.0,6.345567183333333,23.12502619527778,165.9259214686111
7786277334741505527,0.0,0.0,0.0,1.8435369,23.056779863055553,166.706188455
7263129728113095915,12.211710966666667,5.184245178333333,110.9730908388889,0.0,18.02303945611111,55.95030543527778
1501752248305324318,0.0,0.0,0.0,0.0,19.156698475,163.10887863861112
7959626024093666288,0.0,0.0,0.0,0.0,0.0,0.0
5670977555241596822,0.0,0.9452089013888889,76.16359539249999,9.557606566666667,22.213961318333332,91.78324520194444
1801116365065971671,0.0,0.0,66.58633695694444,10.943468633333334,23.18199659277778,101.34030300861112
5938218521494275420,59.29555105,23.196984389166666,166.7137009863889,0.0,0.0,0.0
7506757311218522218,0.0,0.0,0.0,58.70118119999999,23.032645956944446,166.1590199725
7902319769656483014,0.0,0.0,0.0,10.556647966666667,23.118482175277776,166.5459351713889
5365891606775901565,0.0,0.0,0.0,58.87130468333333,23.17331225972222,166.15902577166665
7731628114272740713,0.0,0.0,0.0,0.0,0.0,0.0
2870952845845047203,0.0,0.0,0.0,58.026893433333335,23.072520799444444,166.17766216555555
4684120169809436364,0.0,0.0,137.75134423527777,0.0,0.0,24.06194547277778
8910898981588710522,0.0,0.0,0.0,1.3553266833333335,23.16782762861111,166.48111517944443
8523889910428063033,5.408078316666666,21.095922534166668,166.63833984527778,0.0,0.0,0.0
8750493480383302874,9.773709733333334,9.14710043611111,117.55667278055556,0.0,14.05493434888889,48.653127767777775
8783340632782870568,0.0,0.0,0.0,59.651044733333336,23.09644911222222,166.47823323583333
3547443835360588068,0.0,0.0,0.0,0.0,0.0,0.0
8959583929144879812,0.0,0.0,0.0,58.08044988333334,23.0762818575,166.15549326583331
2974109706633403181,0.0,0.0,0.0,5.185782916666667,23.100236714444446,166.63484245444445
9200325206334396031,0.0,1.0129290472222223,22.4971416675,5.132864,22.08321455361111,145.4869583663889
7665740608437227886,58.82309045,23.16273150972222,166.20593883472222,0.0,0.0,0.0
5447095752406471819,0.0,4.931009731666666,82.46727841333333,11.154246783333333,18.25688422083333,85.48697659833334
246505907494256090,0.0,23.116300063611114,164.83967016388888,0.0,0.0,0.0
8803894796084290585,0.0,23.072929730555558,165.1659411863889,0.0,0.0,0.0
4474327339142902549,12.274428883333334,23.206285260277777,167.99886912083335,0.0,0.0,0.0
1541695097704177827,0.0,0.0,0.0,57.30232635,23.202704970833334,166.18912616055556
5168885062800076167,0.0,0.9372770836111112,76.05475130777779,7.446259316666667,22.194936956944442,90.94421397583332
8285346587034743878,0.0,0.0,0.0,0.0,0.0,0.0
5181171500058101260,0.0,0.9647947130555556,72.98495240361112,9.536657866666667,22.193527940833334,94.98306527805555
6575266446222613262,0.0,0.0,0.0,59.39545718333333,23.036783994166665,166.16574435194443
1678415024862242015,5.542230583333334,23.180745056666666,166.427637645,0.0,0.0,0.0
9111087628624425255,0.0,0.0,0.0,57.29647621666666,23.035979073333333,166.2097194663889
6204284763418530336,0.0,0.0,0.0,2.346555766666667,23.124803386111108,166.55405282972222
3881760078520801429,0.0,0.0,160.97680307666667,0.0,0.0,0.9966758041666666
7292116609046500092,0.0,0.0,0.0,10.243098033333332,23.03846054111111,166.59720416583335
4652595129999264905,0.0,0.0,70.09725970527778,0.0,21.118493479166666,94.87001142277778
4490168262699716549,0.0,0.0,0.0,0.0,0.0,0.0
7250561679095390438,5.282975016666667,23.097277407500002,166.95243629944443,0.0,0.0,0.0
27099145190781701,3.7436707833333336,23.1337928775,166.55389415805556,0.0,0.0,0.0
7700426430210091660,0.0,0.0,67.05553591416667,8.382020933333333,23.142020179166668,100.08427338749999
7689815792422819661,0.0,0.0,0.0,2.5118612666666666,23.119551740555554,166.0087466025
534942062508143963,0.0,0.9935006355555556,70.57502803777778,4.702167333333334,22.101042116944445,97.30194799388889
4186055994645210040,0.0,0.0,0.0,0.0,19.09703416027778,163.1082095622222
761150016862176214,0.0,0.0,0.0,2.53020695,23.1183226,166.40100178749998
9007766313027524324,0.0,0.0,0.0,7.109234816666667,23.1272820875,166.63072460166666
7131983716943940560,0.0,0.0,0.0,10.214010733333334,23.050248617777775,165.9153097875
2418585462528908688,0.0,0.0,0.0,58.58842095,23.031515555277778,166.18121249805557
2680489839325406534,8.598828849999999,23.152184721666668,167.94403646694445,0.0,0.0,0.0
